R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,major,R,I,A,S,E,C,cluster
1,1,1,1,1,1,1,1,2,4,4,2,2,1,1,1,4,5,5,5,5,5,5,5,2,5,5,4,4,2,4,2,1,2,2,1,2,1,1,4,1,1,4,1,2,1,2,2,3,5,7,5,5,7,6,7,5,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,1,1,46,1,1,1,4,1,1,2,english,8,17,39,28,14,14,6
3,2,2,3,2,3,3,2,4,5,4,4,3,4,3,4,5,4,3,5,4,5,2,3,4,4,4,5,4,4,4,3,2,2,3,3,5,3,2,3,2,3,4,4,3,4,3,4,6,5,7,6,7,6,4,2,6,5,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,2,30,2,7,1,4,0,1,1,english,20,31,31,32,23,27,1
3,2,1,1,1,1,1,1,4,4,1,1,1,3,1,1,5,5,4,5,5,4,3,5,4,4,4,4,3,1,1,3,1,4,2,2,1,3,3,3,1,1,1,1,1,3,1,1,6,2,4,5,6,3,7,5,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,1,2,1,44,1,1,2,4,1,2,2,english,11,16,36,24,19,10,6
1,2,2,1,2,2,2,3,3,4,3,3,2,4,2,3,4,3,2,5,5,5,1,3,5,5,4,3,5,3,5,2,1,2,1,1,1,2,2,3,1,2,1,1,1,2,1,1,7,4,2,3,7,2,7,6,4,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,52,2,1,1,4,1,2,1,english,15,24,28,32,13,10,6
1,3,2,1,1,2,1,2,4,4,3,2,4,4,3,4,2,5,1,4,3,5,4,3,2,5,3,2,3,4,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,3,1,1,7,7,5,1,7,1,6,5,4,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,1,1,62,1,2,1,4,1,2,6,english,13,28,27,23,13,10,6
2,3,1,2,1,3,1,3,3,4,1,3,4,3,2,3,3,4,2,4,4,4,1,4,4,4,3,3,3,2,3,2,2,1,3,3,4,3,2,4,1,2,1,2,2,2,2,2,6,4,5,5,4,3,6,5,4,3,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,2,2,1,50,1,1,3,4,2,2,5,english,16,23,26,24,22,14,6
3,2,2,3,2,2,3,2,4,1,4,5,3,2,3,5,5,5,4,4,5,5,3,5,2,4,1,4,4,5,4,2,3,2,4,4,3,4,4,2,4,3,5,4,4,3,4,4,1,3,5,3,5,7,4,2,6,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,1,2,1,19,1,6,1,4,2,2,4,english,19,27,36,26,26,31,1
1,1,1,1,1,1,1,1,2,4,2,1,1,1,1,1,3,5,4,5,5,4,2,4,5,4,3,4,4,4,4,3,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,7,2,7,6,2,1,6,1,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,4,1,2,1,52,1,2,1,4,2,1,4,english,8,13,32,31,13,8,6
2,1,1,1,1,2,1,2,3,4,2,2,2,4,2,2,4,5,4,5,5,5,4,5,4,5,3,4,4,5,5,2,1,2,2,2,1,2,1,3,2,1,1,1,1,2,1,1,5,2,7,4,6,3,7,1,6,4,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,2,2,1,44,1,2,1,4,0,1,2,english,11,21,37,32,14,10,6
1,2,1,2,1,3,1,3,1,4,4,3,1,4,1,4,4,4,3,4,4,4,2,4,4,3,3,4,1,1,4,4,1,2,3,1,4,2,1,1,3,1,2,1,2,1,2,1,5,2,5,4,6,4,5,3,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,1,31,1,2,1,4,1,1,2,english,14,22,29,24,15,13,6
5,5,1,3,1,3,1,4,5,5,5,5,5,5,5,4,1,5,1,3,5,3,1,2,5,5,3,5,3,5,5,4,5,3,5,5,3,3,4,1,1,5,1,3,3,3,4,4,3,3,5,5,5,6,6,5,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,42,1,4,1,4,1,1,6,english,23,39,21,35,29,24,1
1,2,1,1,1,2,1,3,4,5,5,4,4,4,4,4,5,5,5,5,5,5,3,4,5,4,5,5,5,4,5,3,2,4,2,1,2,2,4,3,3,3,3,4,3,3,4,3,3,5,7,3,6,6,6,3,6,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,1,1,26,1,1,1,4,1,1,3,english,12,34,37,36,20,26,1
1,2,1,3,1,3,1,2,4,3,3,3,3,3,2,1,5,5,3,4,4,3,5,2,5,5,4,1,4,3,4,1,2,1,5,3,2,1,4,1,2,1,1,1,2,1,1,1,7,6,7,7,7,1,7,5,6,3,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,3,2,2,44,1,2,1,4,2,3,2,english,14,22,31,27,19,10,6
3,3,1,2,3,3,3,3,5,5,4,5,5,4,4,3,2,2,5,5,5,3,1,5,2,5,5,3,3,1,4,3,1,3,3,2,2,2,3,3,1,3,3,3,3,3,4,3,5,1,7,1,6,7,7,1,7,2,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,2,3,2,1,38,1,1,1,4,1,1,2,english,21,35,28,26,19,23,1
2,3,1,3,3,4,4,3,4,4,4,1,4,4,2,3,3,2,4,4,5,4,4,4,2,5,1,3,4,3,5,3,1,2,2,3,2,2,4,4,2,3,3,2,1,2,3,3,3,5,7,6,7,7,7,5,5,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,24,1,6,1,4,1,1,2,english,23,26,30,26,20,19,1
1,1,1,1,1,1,1,1,3,4,4,2,4,4,4,3,3,4,2,4,5,4,3,4,3,3,2,3,3,2,3,2,1,2,2,2,3,2,4,3,2,1,1,1,1,1,1,1,6,4,3,4,3,3,5,5,5,3,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,1,2,1,56,1,12,1,4,1,3,2,english,8,28,29,21,19,9,6
3,5,2,4,3,5,3,4,4,5,3,3,3,5,3,4,2,3,5,4,5,4,2,4,5,4,2,3,4,4,4,4,2,2,3,2,2,2,4,3,1,3,4,4,4,3,2,3,4,2,7,2,7,5,6,1,7,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,3,2,2,1,57,3,12,1,4,1,2,5,english,29,30,29,30,20,24,1
1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,3,4,4,5,5,5,3,3,3,2,1,2,2,1,4,1,2,3,4,2,4,3,3,3,1,2,3,1,1,2,2,1,5,5,5,5,5,2,4,4,4,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,3,2,1,36,1,1,1,5,2,1,2,english,10,10,32,16,24,13,6
3,1,2,2,2,3,3,2,5,5,5,4,5,5,5,5,3,4,5,4,3,4,4,5,4,5,5,5,5,3,4,3,2,3,5,4,3,4,4,3,2,3,3,3,3,3,3,3,4,2,6,3,7,6,6,2,4,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,3,2,2,2,28,1,1,1,4,1,2,2,english,18,39,32,34,28,23,1
4,4,1,4,3,4,4,4,3,3,4,3,4,3,3,2,2,4,5,4,4,5,4,5,4,4,4,4,3,3,5,5,2,3,2,3,3,4,4,3,3,4,4,3,4,3,3,5,5,5,5,5,5,5,7,5,3,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,1,2,1,47,1,12,1,5,2,1,2,english,28,25,33,32,24,29,1
2,3,2,2,2,2,3,4,4,5,4,3,3,5,4,3,2,3,4,4,3,3,4,3,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,2,4,3,4,4,4,4,2,6,5,6,1,5,3,5,5,7,5,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,2,1,48,1,6,1,4,1,2,2,english,20,31,26,30,31,27,1
2,4,3,4,3,4,2,4,4,4,4,2,3,4,4,5,2,4,4,5,5,4,5,5,3,4,4,4,4,5,5,3,1,3,4,1,3,2,4,4,2,3,3,3,4,3,2,3,2,7,6,7,3,7,7,3,2,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,1,20,1,7,1,4,1,1,3,english,26,30,34,32,22,23,1
1,3,1,1,1,4,1,1,1,1,2,2,1,2,1,5,1,4,5,5,5,4,4,4,2,3,1,2,1,4,4,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,6,5,3,1,7,1,7,2,7,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,1,2,1,46,1,12,2,0,2,3,2,english,13,15,32,19,10,8,6
1,4,1,2,1,3,2,3,2,2,2,3,2,2,2,2,3,4,5,4,5,5,4,4,4,4,3,3,5,3,4,4,3,2,2,2,2,1,2,1,2,3,2,2,2,3,1,1,4,1,2,3,7,4,7,4,7,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,3,2,2,1,30,1,4,1,5,1,1,3,english,17,17,34,30,15,16,6
1,1,1,2,1,3,1,1,2,4,4,2,3,3,2,3,2,5,4,4,5,4,1,4,2,4,3,2,3,3,2,3,1,3,2,2,2,2,1,4,1,2,2,2,1,2,1,2,7,2,2,6,5,2,5,7,3,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,2,1,1,35,1,4,1,4,1,2,2,english,11,23,29,22,17,13,6
2,4,1,4,2,4,2,2,5,5,4,4,5,5,4,4,3,4,4,4,5,4,1,4,4,5,5,4,5,1,5,5,1,4,3,2,3,2,3,2,3,1,2,2,1,3,3,2,2,1,6,5,7,6,7,3,6,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,2,2,1,33,1,2,2,4,1,1,2,english,21,36,29,34,20,17,1
3,3,1,4,3,3,3,2,4,5,5,3,5,4,5,4,2,4,2,4,4,4,4,3,2,3,4,4,4,5,5,5,1,1,4,3,4,4,3,5,1,3,3,3,2,3,3,3,7,3,2,1,7,1,5,5,5,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,2,2,2,1,19,1,2,3,4,1,1,2,english,22,35,27,32,25,21,1
1,3,1,3,4,5,1,1,5,5,3,5,5,5,5,5,1,4,3,1,5,3,4,5,5,4,3,4,4,2,4,4,1,1,5,2,3,3,2,5,3,1,2,4,5,5,1,5,4,4,6,3,7,6,6,1,3,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,2,1,55,1,6,1,4,1,2,3,english,19,38,26,30,22,26,1
1,3,1,1,1,2,1,2,1,3,4,1,1,3,2,4,5,3,4,5,3,4,1,3,4,3,1,3,3,1,2,2,2,2,2,3,2,2,3,3,1,2,2,2,2,3,1,2,6,5,3,5,6,1,7,6,3,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,1,49,1,9,1,4,1,2,3,english,12,19,28,19,19,15,6
2,4,2,2,2,2,2,3,2,5,3,2,2,4,2,3,4,4,4,5,5,5,2,4,4,4,3,4,4,5,5,2,2,2,4,3,4,3,4,4,3,1,3,3,3,3,2,3,2,3,7,5,6,6,5,1,6,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,2,1,55,1,9,3,4,1,2,2,english,19,23,33,31,26,21,1
1,1,1,1,1,2,1,1,4,2,2,3,4,2,2,2,3,4,4,4,4,3,1,3,4,3,2,4,3,2,4,1,1,1,2,1,5,4,2,2,1,1,1,2,2,1,2,1,5,3,3,6,7,3,3,5,2,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,30,1,2,1,3,1,3,3,english,9,21,26,23,18,11,6
2,2,1,1,1,3,1,1,4,4,4,2,2,3,2,2,4,5,4,5,5,4,3,4,4,4,3,4,3,3,4,3,2,1,3,2,1,2,4,2,1,1,1,1,1,2,1,1,6,2,5,5,7,4,7,1,6,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,4,2,2,1,32,1,1,1,4,1,1,2,english,12,23,34,28,17,9,6
5,5,1,4,4,4,4,2,5,5,5,5,5,5,5,4,3,5,5,3,4,4,5,4,5,5,1,5,4,5,5,2,1,5,3,4,4,4,5,4,2,2,2,2,4,4,3,3,3,1,7,2,7,5,0,1,7,2,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,3,2,1,60,1,4,1,4,1,2,3,english,29,39,33,32,30,22,1
1,1,1,2,1,4,1,1,4,4,4,2,3,4,1,3,4,4,3,4,5,4,2,4,4,4,4,3,5,2,3,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,5,1,5,3,7,3,7,5,6,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,1,32,1,1,2,4,1,1,1,english,12,25,30,27,10,9,6
2,3,2,1,1,1,1,2,4,4,2,1,2,3,2,2,3,4,4,3,3,5,2,4,2,4,3,4,4,4,5,4,1,2,3,2,1,2,1,2,1,1,1,1,1,2,1,1,6,6,7,6,6,1,6,2,3,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,2,2,1,24,1,2,1,4,1,1,3,english,13,20,28,30,14,9,6
4,4,1,2,2,4,4,4,4,5,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,3,2,4,4,2,4,4,3,3,2,2,2,2,2,5,5,5,6,6,5,5,5,2,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,2,1,27,1,6,1,4,1,2,2,english,25,32,32,30,25,22,1
3,4,1,3,3,2,3,3,4,4,4,3,3,4,3,2,4,4,3,4,5,4,3,3,4,4,4,4,4,4,4,2,3,2,3,2,2,2,2,2,3,2,3,3,4,3,4,3,3,3,5,6,6,7,7,4,4,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,41,1,9,1,4,1,2,2,english,22,27,30,30,18,25,1
1,1,1,1,1,3,1,1,3,1,1,3,3,3,2,5,3,5,4,4,5,5,5,2,4,4,1,5,5,3,5,1,4,1,1,1,1,1,4,1,3,1,1,1,1,1,4,1,7,5,2,1,6,2,7,1,5,6,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,3,2,2,1,23,1,4,1,4,1,1,5,english,10,21,33,28,14,13,6
1,1,3,4,1,3,1,2,2,2,2,3,1,3,1,4,2,5,2,4,5,4,5,2,5,4,3,4,3,1,5,1,2,1,1,1,2,1,4,1,1,1,1,1,2,2,4,1,7,6,3,2,4,3,6,2,5,5,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,3,2,2,1,23,1,4,1,4,1,1,5,english,16,18,29,26,13,13,6
3,1,1,1,1,4,1,1,3,1,2,1,3,2,1,4,2,4,2,4,5,3,4,3,3,3,3,2,3,2,4,1,1,1,4,1,3,1,1,4,1,1,2,1,1,1,1,1,6,5,5,1,7,4,3,5,6,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,4,1,2,1,29,2,1,1,4,1,1,8,english,13,17,27,21,16,9,6
1,1,1,1,1,1,1,1,3,3,2,3,2,2,1,3,4,5,4,5,5,5,4,4,4,5,3,3,4,5,4,2,2,1,3,2,2,3,3,3,1,1,1,1,1,1,1,1,7,5,3,5,7,2,5,3,5,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,1,21,1,2,1,4,1,1,1,english,8,19,36,30,19,8,6
4,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,4,3,1,4,3,3,2,4,2,2,4,1,2,4,2,4,1,5,2,7,1,7,6,7,2,7,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,2,1,54,1,4,1,4,1,2,3,english,36,40,40,34,22,20,1
2,2,3,1,1,2,1,1,4,4,4,4,3,3,4,3,1,5,4,5,5,3,4,4,3,4,5,4,5,2,4,2,1,1,4,1,4,2,2,3,1,1,1,1,1,1,1,1,6,7,7,6,7,1,3,1,2,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,1,2,1,36,1,2,2,4,1,1,4,english,13,29,31,29,18,8,6
1,5,1,1,1,2,2,3,3,4,4,5,1,2,2,3,4,5,5,5,5,4,2,5,4,5,2,3,4,4,3,3,2,3,5,2,1,2,4,4,5,3,5,1,2,2,2,4,3,1,6,5,5,5,6,1,3,3,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,3,2,2,28,1,4,1,4,1,1,3,english,16,24,35,28,23,24,1
1,1,1,1,1,1,1,1,2,4,4,2,2,4,2,3,3,4,4,4,4,4,2,3,4,4,3,3,3,2,3,2,1,1,1,1,2,1,3,2,1,1,1,1,2,1,1,1,2,1,3,5,7,5,5,6,4,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,3,1,1,1,44,1,3,1,4,1,2,3,english,8,23,28,24,12,9,6
5,4,1,3,2,4,1,4,5,5,5,2,4,5,3,5,3,5,5,5,5,5,5,5,4,5,4,5,4,5,5,4,1,2,4,4,5,3,4,5,3,1,3,3,3,3,3,3,1,3,7,1,7,7,5,2,6,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,1,45,1,12,1,4,2,1,3,english,24,34,38,36,28,22,1
4,4,1,4,2,3,2,3,3,5,4,3,3,4,3,3,4,5,4,4,5,4,4,4,5,3,5,4,4,4,5,5,3,2,3,4,5,2,3,4,4,1,3,4,3,3,3,3,5,5,7,2,5,5,6,2,6,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,3,3,1,1,29,1,6,1,4,1,2,3,english,23,28,34,35,26,24,1
4,4,1,3,1,4,2,3,4,5,5,2,4,4,3,3,2,5,3,4,5,4,5,5,4,5,4,5,4,5,5,3,1,4,4,3,3,4,4,4,3,4,2,3,2,3,2,4,6,5,7,4,7,5,6,2,7,2,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,3,1,2,1,23,1,7,2,4,2,1,2,english,22,30,33,35,27,23,1
1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,2,4,5,4,5,5,5,1,4,3,3,3,2,3,3,5,4,1,2,2,1,3,1,1,2,1,1,1,1,1,1,1,1,5,5,1,5,6,5,5,7,5,6,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,1,1,44,1,1,1,4,2,1,4,english,9,13,33,26,13,8,6
3,3,3,5,1,1,4,1,5,5,5,5,5,5,5,5,5,3,5,1,5,1,1,5,5,5,5,5,5,1,5,5,1,5,1,1,5,1,3,1,5,5,4,5,5,5,3,5,4,1,7,2,7,7,7,1,7,4,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,3,3,2,1,28,1,7,1,4,2,3,5,english,21,40,26,36,18,37,1
1,1,1,1,1,4,1,4,5,4,2,1,3,2,1,2,1,5,1,5,5,5,5,4,1,4,3,4,4,1,3,1,1,2,2,2,4,3,0,1,1,1,1,1,2,1,1,1,5,7,7,2,7,2,1,7,2,7,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,0,2,1,44,1,1,2,4,1,3,2,english,14,20,31,21,15,9,6
5,3,1,1,1,3,3,1,4,4,4,3,3,5,2,1,1,5,5,5,5,4,1,5,4,5,5,4,5,5,5,5,1,2,4,1,3,2,4,4,1,4,2,4,1,4,2,2,5,7,5,7,5,4,5,1,4,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,1,1,1,31,1,2,3,4,1,2,2,english,18,26,31,38,21,20,1
1,4,5,1,1,3,2,2,4,3,5,5,4,4,2,4,4,5,5,5,5,5,1,4,4,1,4,5,5,4,5,5,1,1,4,4,2,2,3,4,4,1,4,4,1,3,2,2,2,1,7,5,7,7,7,5,6,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,3,2,2,1,39,1,4,1,4,1,2,3,english,19,31,34,33,21,21,1
1,2,1,1,1,2,1,2,3,4,4,3,3,4,3,3,3,4,4,5,5,4,3,4,4,5,4,4,4,2,2,5,1,1,3,2,1,1,4,1,1,1,1,1,1,1,1,1,3,5,6,7,6,5,7,5,5,3,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,3,2,1,30,1,1,1,0,1,2,1,english,11,27,32,30,14,8,6
1,1,1,5,4,4,1,2,2,4,5,4,4,4,2,4,4,5,5,4,5,4,2,4,4,2,2,4,5,2,4,1,1,1,4,2,4,1,4,1,4,1,4,4,4,2,4,4,6,3,5,1,7,3,6,3,6,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,31,1,1,1,4,1,1,2,english,19,29,33,24,18,27,1
5,2,2,3,1,3,3,3,3,5,5,3,3,3,1,3,2,5,5,5,5,5,1,5,5,5,5,3,5,5,5,5,1,1,3,3,3,3,3,3,2,3,5,3,3,5,3,3,6,5,6,6,7,6,7,5,7,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,1,2,2,23,1,4,3,1,1,1,4,english,22,26,33,38,20,27,1
3,1,3,5,3,5,1,3,3,4,4,3,4,3,3,4,2,3,5,5,5,5,1,5,4,4,4,3,4,4,4,2,2,1,5,1,3,2,1,2,3,4,4,4,4,2,2,3,2,2,5,6,6,7,4,5,3,2,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,1,1,26,1,3,1,4,1,1,3,english,24,28,31,29,17,26,1
3,2,1,1,1,3,1,1,2,3,2,1,2,2,1,1,4,4,4,3,5,5,1,3,4,4,5,4,5,4,3,3,1,1,2,2,3,1,3,3,1,2,1,1,1,1,1,1,3,1,3,3,5,5,7,5,6,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,1,54,1,1,2,4,1,1,3,english,13,14,29,32,16,9,6
4,4,1,4,3,3,3,4,4,5,5,4,4,5,5,5,3,4,4,5,5,4,5,5,4,4,3,4,4,4,4,4,2,1,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,5,4,5,5,5,5,4,4,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,2,33,1,4,1,5,1,1,3,english,26,37,35,31,22,23,1
3,3,3,3,2,3,3,2,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,4,4,4,3,4,4,2,4,3,2,3,2,2,3,4,3,3,2,3,2,3,3,3,2,2,2,2,6,5,5,7,6,4,6,2,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,4,3,2,1,41,2,4,1,4,1,1,3,english,22,32,28,28,22,20,1
4,4,1,2,1,4,1,4,3,4,4,4,4,4,4,3,4,5,5,5,5,4,3,5,3,5,4,2,5,5,5,5,1,3,2,3,3,2,5,4,2,1,1,2,3,2,2,2,5,4,6,4,7,5,6,1,4,6,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,2,2,1,44,1,7,2,4,2,2,2,english,21,30,36,34,23,15,1
1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,2,3,5,5,4,5,4,4,5,5,3,3,2,3,3,3,1,1,1,2,1,1,2,3,2,1,1,1,1,1,1,1,1,5,1,5,4,7,4,7,4,4,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,3,2,2,1,36,1,1,1,4,1,2,3,english,8,17,35,23,13,8,6
1,4,1,1,1,4,1,3,4,3,3,3,4,2,1,1,4,4,3,4,4,4,2,2,3,2,4,4,4,3,3,2,1,1,3,1,1,1,3,3,1,1,1,1,1,1,1,1,5,5,1,3,6,6,7,6,6,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,3,1,2,1,49,1,5,1,4,1,3,8,english,16,21,27,25,14,8,6
4,3,3,4,1,4,2,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,5,4,2,2,3,3,3,3,2,3,2,1,4,2,3,3,2,1,2,1,6,1,7,6,5,2,7,6,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,1,1,37,1,1,1,4,1,1,2,english,24,39,37,38,21,18,1
1,2,1,1,1,2,1,1,3,2,1,1,2,2,2,2,4,5,4,5,5,5,5,5,4,4,5,5,5,4,5,5,1,1,4,4,4,3,1,4,1,1,1,1,1,1,1,1,7,1,5,2,7,2,7,5,6,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,1,1,55,1,1,1,4,1,2,4,english,10,15,38,37,22,8,6
3,2,1,2,1,4,2,3,1,5,5,5,4,4,2,5,3,4,5,2,4,5,3,5,3,5,4,5,4,3,5,3,1,2,4,3,2,5,2,2,1,2,4,2,3,3,1,4,6,3,3,6,6,2,7,4,3,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,2,2,1,28,2,1,1,4,2,2,2,english,18,31,31,32,21,20,1
3,4,1,2,3,3,2,3,4,5,4,4,4,5,4,4,4,5,5,4,5,4,4,5,5,5,4,3,5,5,5,4,2,1,3,3,4,3,4,5,3,3,3,4,3,3,3,3,2,3,4,4,5,6,7,5,6,2,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2,2,2,1,33,1,4,2,4,1,1,5,english,21,34,36,36,25,25,1
1,2,1,1,1,2,1,1,3,3,3,2,3,3,3,1,5,4,5,5,5,5,4,3,3,4,3,3,3,4,5,3,1,2,3,1,2,2,3,3,1,2,1,1,2,2,1,1,6,4,7,5,7,4,7,6,6,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,1,2,1,45,2,1,1,4,2,2,3,english,10,21,36,28,17,11,6
3,3,3,2,2,4,3,4,5,5,5,3,4,5,5,4,5,3,5,5,5,5,5,5,5,4,4,3,5,3,4,4,2,2,3,4,3,3,4,3,1,1,3,3,2,4,3,3,2,2,6,5,7,5,7,3,4,3,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,2,1,21,1,1,2,4,1,1,2,english,24,36,38,32,24,20,1
3,3,3,3,3,3,3,3,5,5,5,4,4,5,4,3,3,3,5,4,5,5,3,3,5,5,5,4,5,4,5,5,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,6,1,6,4,6,5,7,5,5,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,25,1,4,1,1,1,1,0,english,24,35,31,38,25,25,1
3,3,1,3,2,3,2,3,4,4,4,3,4,4,4,4,3,4,5,4,5,4,3,4,2,3,3,3,4,4,4,3,3,2,3,3,3,3,3,4,3,1,3,3,3,3,2,3,4,4,6,5,7,5,6,3,4,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,3,1,31,1,12,5,4,1,1,1,english,20,31,32,26,24,21,1
4,4,1,2,1,4,2,2,4,4,4,4,4,2,2,2,1,4,2,5,5,5,2,2,4,4,4,3,5,4,4,2,1,4,4,3,4,3,4,2,4,2,4,5,1,3,4,4,7,2,7,6,5,1,7,5,5,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,0,2,1,42,0,6,1,4,2,2,2,english,20,26,26,30,25,27,1
