R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,major,R,I,A,S,E,C,cluster
4,3,2,3,2,4,4,4,4,4,3,3,3,4,3,3,2,4,5,5,5,5,4,5,5,4,3,4,5,4,3,3,2,3,3,2,5,3,4,4,2,3,4,2,4,4,2,2,5,5,7,3,7,6,7,1,7,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,45,1,1,1,4,1,2,3,engineering,26,27,35,31,26,23,47
4,4,3,5,3,5,4,4,4,4,5,4,3,4,4,4,2,3,4,4,5,4,4,4,4,4,4,4,4,4,5,4,2,1,1,4,1,1,4,3,2,3,2,1,2,2,2,1,3,1,7,2,7,7,7,1,7,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,1,1,27,1,1,1,4,2,1,6,engineering,32,32,30,33,17,15,47
3,3,2,3,1,3,3,3,4,4,4,4,4,3,3,4,4,5,2,4,5,3,4,3,4,4,2,4,2,2,4,2,2,2,4,2,3,2,2,2,2,3,3,1,4,3,1,1,2,2,7,4,7,6,4,4,6,2,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,4,2,1,1,57,1,6,1,4,1,2,2,engineering,21,30,30,24,19,18,47
4,4,4,5,4,4,3,4,4,4,4,3,2,4,3,5,3,4,3,3,3,4,5,5,4,3,3,4,3,4,3,4,4,3,4,2,4,2,4,4,2,2,2,2,2,3,2,2,7,2,6,1,7,2,6,5,7,3,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,3,2,1,1,20,1,2,1,1,1,1,2,engineering,32,29,30,28,27,17,47
5,4,4,4,3,3,3,3,5,5,5,5,5,5,4,4,1,4,5,3,4,4,3,5,3,5,3,2,3,3,4,2,4,3,4,1,4,1,2,5,1,2,2,1,3,3,1,1,5,5,6,1,6,5,6,4,7,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,1,1,56,1,4,1,4,1,2,3,engineering,29,38,29,25,24,14,47
4,5,5,5,1,5,1,4,3,4,3,5,3,4,4,4,5,4,3,5,4,5,5,4,4,5,4,5,4,4,4,5,4,1,4,1,3,1,5,3,1,3,1,1,1,2,1,1,7,5,4,3,7,1,5,5,5,6,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,2,3,1,1,18,1,3,1,1,2,1,2,engineering,30,30,35,35,22,11,47
4,2,2,4,1,1,2,1,5,5,5,4,5,5,2,5,4,5,5,2,5,4,4,5,5,4,4,5,5,4,5,4,5,4,5,2,0,5,5,2,5,2,5,2,4,2,4,2,7,1,6,2,7,2,7,5,7,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,20,1,10,1,2,2,1,2,engineering,17,36,34,36,28,26,47
3,1,1,3,1,1,1,4,3,4,4,4,4,4,2,4,4,4,2,5,5,4,4,3,5,5,2,3,5,4,4,3,1,1,2,1,2,1,1,4,1,2,1,1,3,3,1,1,7,1,4,2,6,1,6,5,7,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,2,2,41,1,8,1,1,1,2,3,engineering,15,29,31,31,13,13,47
2,3,1,3,2,4,3,3,4,3,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,3,2,3,3,4,4,2,2,2,3,3,4,2,4,4,3,2,3,2,2,3,3,2,5,2,4,2,6,3,6,5,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,1,1,59,1,4,1,4,1,2,3,engineering,21,31,34,25,24,20,47
1,3,1,3,1,3,3,2,4,5,5,3,4,5,4,4,3,2,5,5,5,5,4,4,5,4,4,4,4,4,3,3,3,1,3,1,3,4,2,5,1,1,1,1,1,2,1,1,1,4,3,2,7,7,7,2,7,2,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,1,1,35,1,3,1,1,2,1,2,engineering,17,34,33,31,22,9,47
4,4,5,2,3,4,3,4,5,4,5,5,4,4,4,5,4,5,4,4,4,4,5,5,5,3,3,5,3,1,5,2,2,2,4,4,5,5,5,5,2,4,2,2,5,4,2,3,5,2,2,6,5,6,3,3,5,5,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,4,2,1,1,37,1,8,1,1,1,2,2,engineering,29,36,35,27,32,24,47
2,2,1,3,1,2,2,2,5,4,4,4,4,4,4,4,4,3,3,4,4,4,2,3,5,5,3,3,4,3,4,2,1,2,1,1,3,2,2,2,1,1,1,1,4,4,1,1,7,1,7,2,7,1,7,2,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,2,2,48,1,1,1,4,1,2,2,engineering,15,33,27,29,14,14,47
1,1,2,1,1,1,1,1,4,5,5,4,5,5,4,5,4,5,3,5,5,4,3,4,5,5,5,5,5,5,5,2,4,2,4,1,4,2,3,3,2,3,2,1,5,5,2,2,3,1,7,1,7,7,7,1,7,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,4,1,1,2,26,1,8,1,1,2,1,2,engineering,9,37,33,37,23,22,47
3,4,4,5,1,5,3,3,5,5,3,5,3,4,4,5,2,4,4,3,2,4,5,4,3,4,4,2,3,2,2,2,2,1,5,1,4,2,2,2,3,2,4,1,3,2,2,2,6,6,6,7,7,5,6,7,4,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,1,2,22,1,1,1,1,2,1,2,engineering,28,34,28,22,19,19,47
2,4,2,3,2,4,1,4,3,4,4,5,4,4,4,2,2,4,5,4,3,3,5,3,4,4,4,5,4,3,3,1,4,2,4,4,4,3,3,1,2,1,2,1,3,3,1,1,7,4,6,1,7,1,2,1,7,2,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,3,3,1,1,23,1,12,1,3,2,2,6,engineering,22,30,29,28,25,14,47
2,2,3,4,3,4,3,3,5,5,5,5,5,5,5,5,4,4,2,2,4,4,4,4,5,3,3,4,3,4,3,3,2,2,4,3,2,4,2,5,1,2,3,3,5,4,2,3,6,2,6,1,7,3,7,3,3,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,3,3,2,2,51,1,10,1,4,1,3,2,engineering,24,40,28,28,24,23,47
5,3,4,2,3,4,2,2,5,4,3,4,3,4,3,3,3,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,2,2,3,4,3,4,2,4,2,4,2,3,2,3,2,2,5,5,6,2,6,4,6,4,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,2,40,1,10,1,1,1,2,2,engineering,25,29,29,30,24,20,47
5,1,5,3,1,3,1,3,5,5,5,5,4,5,4,5,2,2,4,1,4,4,5,2,4,4,3,4,4,3,5,3,5,5,5,2,5,5,5,5,1,2,2,1,1,5,1,1,7,5,7,6,7,3,7,5,6,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,1,2,30,1,8,1,1,1,2,2,engineering,22,38,24,30,37,14,47
3,4,4,5,1,4,3,1,5,5,5,4,4,5,4,1,3,5,5,5,5,5,1,5,4,3,4,1,4,4,5,4,4,2,1,2,1,3,2,3,1,2,3,1,3,3,2,2,3,5,6,5,7,6,6,2,5,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,1,2,1,30,1,2,2,4,1,2,2,english,25,33,34,29,18,17,1
1,2,1,2,1,2,2,2,3,3,2,2,3,2,2,1,5,5,5,5,5,5,4,3,3,4,3,3,2,3,4,2,2,3,2,2,1,2,2,2,1,2,2,2,2,1,2,1,3,4,3,7,7,6,6,7,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,2,1,1,20,3,1,2,4,2,1,5,english,13,18,37,24,16,13,6
1,2,1,1,1,1,1,2,3,1,2,2,2,2,1,1,4,5,4,2,5,4,4,3,5,2,1,4,4,1,2,1,1,1,4,4,4,1,1,2,2,2,2,2,1,1,1,1,1,2,5,3,6,7,5,5,6,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,2,2,1,28,1,5,1,4,2,1,3,english,10,14,31,20,18,12,6
1,2,1,1,1,3,1,2,2,4,3,1,1,4,1,2,3,4,4,4,5,4,3,4,3,4,4,2,4,3,4,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,4,5,4,7,5,5,4,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,1,1,38,1,12,1,4,2,2,4,english,12,18,31,27,10,8,6
1,1,1,1,1,1,1,1,3,4,2,2,3,2,3,3,4,5,4,5,5,5,4,5,5,3,3,5,4,2,3,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,4,5,7,7,6,4,5,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,4,2,2,2,31,1,2,2,0,2,3,0,english,8,22,37,27,13,8,6
1,1,4,3,1,4,1,2,3,5,2,3,1,2,1,2,4,5,3,3,4,3,4,4,5,4,4,4,4,1,4,3,1,3,3,4,3,3,3,5,1,1,1,1,1,1,3,1,7,5,5,6,7,1,6,5,2,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,3,1,1,1,41,1,1,1,4,2,2,0,english,17,19,30,29,25,10,6
3,4,1,2,2,3,2,3,4,3,4,4,4,3,4,3,2,4,4,4,5,4,2,5,5,5,5,5,5,5,5,2,1,1,4,2,2,2,4,3,4,3,4,4,4,4,4,3,2,2,7,3,5,7,7,2,6,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,2,2,1,40,1,2,1,4,1,2,3,english,20,29,30,37,19,30,1
4,4,2,2,2,4,2,2,4,5,5,4,4,4,4,3,2,3,5,4,5,3,3,4,5,5,5,5,5,5,5,5,2,2,3,3,3,4,3,4,2,4,3,3,2,4,3,3,4,1,7,1,6,7,7,1,7,2,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,2,1,59,1,1,1,4,2,1,4,english,22,33,29,40,24,24,1
1,1,1,1,1,4,1,2,1,5,4,2,3,3,1,2,2,2,2,4,4,4,2,2,3,4,4,3,3,3,3,1,3,2,1,3,2,2,3,1,1,1,1,2,3,2,1,1,6,5,5,5,6,2,4,4,3,6,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,2,2,1,25,1,0,0,0,2,1,2,english,12,21,22,24,17,12,6
4,2,5,4,3,5,4,1,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,2,5,3,3,3,1,3,5,2,1,4,1,4,4,4,5,5,4,5,5,4,5,5,5,5,6,6,1,7,6,7,7,6,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,3,2,1,56,1,1,1,4,1,3,2,english,28,40,37,25,25,38,1
2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,4,4,3,3,3,4,5,3,4,2,2,3,1,3,3,1,2,1,2,1,3,1,2,3,1,1,1,1,1,1,1,1,7,4,4,4,7,2,5,6,3,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,3,1,1,48,2,7,1,4,1,2,2,english,9,11,29,19,15,8,6
1,1,1,1,1,1,1,1,3,4,3,2,2,3,1,4,4,4,2,4,5,4,3,2,5,4,3,2,4,2,4,2,2,1,1,1,1,1,4,2,2,1,1,3,2,1,1,1,2,5,6,7,5,5,4,5,5,3,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,2,1,26,1,2,1,4,1,2,2,english,8,22,28,26,13,12,6
1,3,1,1,1,1,1,1,3,4,4,1,1,4,1,1,4,4,4,5,5,5,5,5,2,3,2,2,2,3,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,5,2,6,2,5,6,6,7,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,3,2,2,1,22,1,4,1,4,2,1,3,english,10,19,37,19,11,8,6
1,1,1,1,1,1,1,1,3,3,2,2,3,3,2,2,4,5,5,5,5,5,2,5,5,3,4,4,5,2,3,4,2,2,2,1,2,2,1,3,1,1,2,2,1,2,1,1,3,4,3,4,6,6,6,5,2,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,1,2,2,31,1,2,2,0,2,3,3,english,8,20,36,30,15,11,6
1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,3,5,5,3,5,5,5,1,4,3,2,2,2,4,3,4,2,2,2,3,2,3,2,2,2,2,2,2,3,2,3,2,2,5,2,6,4,7,5,6,5,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,1,2,1,43,1,6,1,4,1,2,3,english,8,14,33,22,18,18,6
5,2,1,4,2,4,2,2,5,5,5,4,4,4,4,3,3,3,3,2,4,3,3,3,4,5,4,2,4,3,4,4,1,2,2,2,2,3,2,2,2,4,3,4,4,2,2,4,2,2,3,2,7,7,7,6,6,4,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,4,2,2,1,41,1,1,1,5,2,1,2,english,22,34,24,30,16,25,1
2,4,1,4,2,4,2,3,3,4,4,4,4,4,3,3,2,4,4,2,4,2,3,4,5,5,4,4,4,3,4,3,4,3,4,4,4,2,3,3,3,1,2,3,3,2,2,1,5,5,4,5,6,2,7,2,6,4,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,1,43,1,1,3,4,2,2,4,english,22,29,25,32,27,17,1
2,4,2,2,2,4,3,4,3,3,3,3,3,3,3,5,3,4,5,3,5,4,3,5,3,4,4,4,4,4,5,5,2,4,4,4,3,3,3,4,2,2,2,3,3,3,2,3,5,5,6,4,7,4,5,4,5,2,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,2,1,28,1,5,1,4,1,2,5,english,23,26,32,33,27,20,1
1,1,1,1,1,2,1,1,2,4,4,2,2,4,1,2,4,5,5,4,5,4,3,5,4,4,2,2,3,3,4,4,2,3,2,1,2,2,1,3,2,2,2,2,1,1,1,1,5,3,6,5,5,4,6,3,3,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,1,27,1,6,1,4,1,1,2,english,9,21,35,26,16,12,6
2,3,1,3,1,2,2,2,2,3,2,2,3,2,3,2,5,4,3,5,5,5,2,3,5,4,4,2,5,2,4,4,2,1,2,1,2,1,1,4,2,2,2,2,2,3,1,2,5,2,6,6,6,2,6,6,3,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,3,3,1,1,66,1,4,1,4,1,2,5,english,16,19,32,30,14,16,6
3,4,1,5,3,5,3,5,5,5,5,5,5,5,5,3,3,3,5,5,4,5,3,3,5,5,4,3,5,5,5,5,3,3,3,5,3,3,3,3,1,3,3,3,3,3,3,4,5,6,6,7,7,6,6,4,4,2,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,3,1,1,1,40,1,12,1,4,2,3,0,english,29,38,31,37,26,23,1
2,4,2,4,1,4,3,4,2,4,4,2,4,5,4,4,4,4,4,4,4,4,2,5,4,4,3,1,4,2,4,4,1,2,4,4,2,4,1,5,1,3,4,4,4,3,3,3,1,5,6,7,7,6,7,6,1,2,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,2,2,1,49,1,12,1,4,1,3,2,english,24,29,31,26,23,25,1
3,2,2,3,3,3,3,3,5,5,4,4,3,4,3,3,3,4,4,4,5,4,3,5,3,3,4,5,2,3,5,4,2,2,3,3,4,3,3,4,3,2,3,3,2,3,3,3,5,5,7,5,4,6,6,3,6,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,2,1,26,1,4,1,4,2,1,2,english,22,31,32,29,24,22,1
1,3,1,2,1,2,1,2,4,4,4,4,4,4,3,3,2,5,5,4,5,2,3,4,5,4,4,4,5,5,5,3,2,4,4,3,4,4,5,4,2,3,3,4,3,3,3,3,1,2,7,5,5,7,5,3,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,30,1,6,1,4,2,2,2,english,13,30,30,35,30,24,1
3,3,3,3,1,3,1,1,3,4,4,4,1,1,1,1,2,5,5,4,5,3,3,4,4,3,1,3,4,1,3,1,1,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,2,6,5,6,7,7,7,5,5,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,4,2,1,2,25,1,1,1,4,1,1,2,english,18,19,31,20,12,10,6
2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,3,4,4,5,5,4,1,4,4,4,4,2,4,2,4,2,1,1,2,2,2,2,1,2,1,2,1,2,1,1,1,1,3,3,6,5,7,5,7,5,3,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,25,1,2,2,4,2,1,3,english,10,15,30,26,13,10,6
1,4,1,1,1,3,1,4,4,3,1,2,1,1,1,3,1,4,4,5,5,5,4,5,5,3,4,5,5,4,4,5,1,1,1,3,2,1,3,2,1,1,1,1,1,1,1,1,5,5,3,6,5,4,6,7,3,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,2,1,1,47,1,6,1,4,2,2,2,english,16,16,33,35,14,8,6
1,3,3,3,2,3,2,2,1,5,4,1,4,5,2,4,3,5,4,5,5,5,3,4,5,5,2,5,4,5,5,2,1,1,5,4,5,2,1,3,3,3,3,3,2,1,2,2,2,4,7,2,6,7,5,1,7,3,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,1,2,1,42,1,1,1,5,1,2,3,english,19,26,34,33,22,19,1
4,3,4,3,3,2,2,3,5,5,5,3,4,5,3,5,2,3,4,3,4,2,4,5,2,3,3,4,3,4,4,2,3,4,2,3,4,2,3,3,4,4,3,3,5,4,3,3,6,3,5,4,4,5,6,3,4,5,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,3,2,1,1,30,1,6,1,4,2,1,3,english,24,35,27,25,24,29,1
1,1,1,1,1,1,1,1,2,1,2,4,2,4,2,4,3,4,3,5,4,4,1,3,3,5,4,3,5,4,5,2,1,2,1,1,4,1,4,1,1,1,1,1,1,1,1,1,2,2,3,5,6,6,7,5,5,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,2,2,1,19,1,2,2,4,2,1,3,english,8,21,27,31,15,8,6
1,1,1,1,1,1,1,1,1,3,3,2,3,3,3,3,3,5,4,5,5,5,2,5,5,4,5,3,5,4,5,4,1,2,3,2,3,2,3,3,1,1,2,2,3,2,3,2,3,5,5,4,6,5,7,5,3,2,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,2,2,1,37,2,4,1,4,2,3,2,english,8,21,34,35,19,16,6
3,2,2,3,2,2,3,2,4,4,4,3,4,5,3,2,4,4,3,4,5,4,3,3,4,4,4,4,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,6,3,5,4,4,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,40,1,9,1,4,2,2,2,english,19,29,30,32,24,24,1
1,2,1,1,1,3,1,1,5,3,1,1,1,3,1,1,3,5,4,5,5,4,5,5,5,4,4,4,5,5,4,1,1,3,1,1,3,3,3,2,1,1,1,1,1,0,1,1,3,2,2,5,5,2,6,4,3,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,2,1,64,1,9,1,0,1,3,2,english,11,16,36,32,17,7,6
2,3,2,3,1,3,3,2,5,4,4,4,4,3,3,2,3,4,4,5,5,4,4,3,5,4,5,5,5,4,5,5,3,1,3,1,4,2,2,2,2,3,2,4,3,3,2,2,6,4,7,1,6,5,6,1,7,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,1,30,1,7,1,4,2,2,1,english,19,29,32,38,18,21,1
3,3,3,3,3,3,3,3,5,5,5,5,5,4,5,3,3,3,4,5,5,3,3,4,3,5,4,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,1,3,2,3,3,2,5,1,7,1,7,7,7,1,7,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,38,1,1,1,4,1,1,2,english,24,37,30,28,24,18,1
3,3,3,3,1,3,5,3,3,3,3,3,3,3,1,5,5,4,5,5,5,5,1,3,5,5,5,5,5,5,5,3,3,3,5,1,5,1,5,3,3,3,3,5,3,5,1,3,6,4,7,2,4,5,7,3,6,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,48,1,7,1,3,1,2,1,english,24,24,33,38,26,26,1
1,1,1,1,1,1,1,1,2,3,3,2,2,2,1,3,5,4,2,5,5,5,3,4,4,4,4,4,4,2,5,2,1,1,3,3,4,2,2,2,1,3,2,3,1,2,1,1,6,5,7,6,5,1,6,2,3,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,1,1,1,29,2,2,3,4,1,1,1,english,8,18,33,29,18,14,6
2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,4,4,4,4,5,5,2,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,1,1,1,1,2,2,1,1,5,5,3,6,6,3,5,5,3,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,1,1,43,1,1,1,4,1,2,1,english,17,18,32,25,18,10,6
1,2,1,2,2,3,1,2,4,4,4,3,3,4,2,4,3,5,4,5,5,5,3,5,3,3,3,4,4,3,4,3,1,2,3,1,3,2,1,2,1,1,1,1,1,1,1,1,7,4,5,5,7,2,6,2,4,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,1,1,48,1,2,2,4,1,2,4,english,14,28,35,27,15,8,6
1,4,1,1,1,4,1,4,3,3,3,3,2,3,2,2,4,5,5,5,5,5,4,5,3,5,4,3,4,4,4,4,1,1,3,4,1,2,1,4,1,1,1,1,1,1,1,1,6,6,1,7,7,2,6,7,2,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,1,2,1,22,1,1,2,4,2,1,3,english,17,21,38,31,17,8,6
1,4,2,1,1,2,1,2,3,4,2,2,2,3,1,3,4,5,2,5,5,4,3,4,4,4,3,4,4,2,4,2,1,4,1,1,3,2,1,3,1,3,1,1,1,2,1,1,5,3,5,3,5,5,5,5,6,4,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,1,43,1,2,1,4,1,2,3,english,14,20,32,27,16,11,6
1,2,1,3,1,3,1,2,3,4,4,2,3,3,3,4,1,4,5,5,5,4,4,5,4,3,3,3,4,3,5,3,1,2,1,2,1,2,1,4,1,1,1,1,1,1,1,1,5,5,7,4,6,7,6,6,6,3,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,1,1,40,1,1,1,4,2,1,4,english,14,26,33,28,14,8,6
1,2,1,1,1,2,1,2,3,4,3,3,2,3,2,2,2,3,4,3,3,3,3,4,5,3,3,4,3,4,5,4,2,2,2,2,3,2,2,2,1,1,1,2,2,2,2,1,6,1,6,2,6,4,6,5,7,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,1,1,28,1,1,1,4,2,1,3,english,11,22,25,31,17,12,6
1,1,1,1,1,2,2,1,2,2,1,2,1,3,2,2,4,5,3,4,5,4,1,5,4,5,3,3,4,2,4,3,1,2,1,1,4,1,2,3,1,1,1,1,1,2,1,1,2,2,5,7,6,6,4,2,3,2,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,3,2,1,38,1,1,1,4,1,1,1,english,10,15,31,28,15,9,6
3,4,4,3,3,3,3,4,5,4,3,4,3,4,3,3,3,5,4,4,5,5,4,4,5,5,5,4,5,5,5,4,2,4,3,3,4,3,4,3,2,4,3,3,3,3,3,3,6,5,5,3,6,5,6,5,6,2,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,3,2,1,56,1,2,1,4,2,1,4,english,27,29,34,38,26,24,1
2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,4,2,4,5,5,1,2,3,4,4,2,4,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,5,4,5,5,7,6,4,3,5,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,1,1,34,1,4,1,5,1,2,2,english,17,15,28,25,15,15,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,5,5,1,5,5,5,1,1,3,3,5,4,1,1,4,1,3,2,1,3,1,1,1,1,1,1,1,1,7,5,6,5,5,2,7,5,4,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,1,2,1,21,1,2,2,4,2,1,1,english,8,8,34,27,16,8,6
3,4,3,4,2,4,3,3,4,4,4,5,4,5,5,5,1,1,4,2,4,2,2,3,5,2,4,4,4,5,5,4,3,2,4,1,4,2,5,3,3,4,3,4,5,4,3,4,7,7,7,6,7,1,6,3,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,1,2,39,1,4,1,4,1,1,2,english,26,36,19,33,24,30,1
1,2,1,1,1,1,1,1,2,5,4,4,2,4,1,2,5,5,5,4,5,5,2,5,5,2,4,4,4,1,1,1,1,2,4,4,4,1,1,4,1,1,1,2,1,1,1,1,2,1,3,5,5,5,6,1,5,5,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,1,2,1,31,1,2,2,4,1,2,0,english,9,24,36,22,21,9,6
1,2,1,1,1,3,1,1,3,4,3,1,2,3,2,3,2,4,4,5,5,5,1,4,4,3,2,4,3,3,3,2,1,2,2,3,3,4,3,4,1,1,1,1,1,1,2,1,7,1,6,5,7,1,6,2,3,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,1,1,43,1,1,1,4,1,2,3,english,11,21,30,24,22,9,6
1,1,1,2,1,2,1,1,2,3,2,1,1,3,3,3,2,4,4,5,5,5,1,5,3,3,3,4,4,5,5,3,1,1,2,1,4,2,2,3,1,1,2,1,5,3,2,1,5,2,3,7,7,6,7,6,5,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,1,2,1,32,1,3,1,4,2,1,2,english,10,18,31,30,16,16,6
1,2,2,2,2,2,2,1,3,3,3,3,3,2,3,2,5,5,2,5,5,3,2,4,3,3,2,2,2,2,2,2,1,2,1,1,3,1,1,1,1,2,1,1,1,2,1,1,3,5,4,2,6,4,4,6,7,5,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,56,1,2,1,4,1,1,3,english,14,22,31,18,11,10,6
4,3,2,4,4,4,3,4,5,5,5,5,5,5,4,5,3,3,3,4,4,5,1,4,5,4,5,5,5,4,4,4,1,1,2,1,3,1,1,2,4,4,3,5,3,4,3,4,5,6,7,6,7,5,7,5,5,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,2,3,1,27,1,2,2,4,2,1,2,english,28,39,27,36,12,30,1
4,2,1,4,2,3,1,2,5,5,5,5,5,5,4,4,5,5,4,4,5,5,1,5,2,5,4,4,5,4,5,5,1,3,2,2,4,2,2,4,1,3,4,5,2,4,2,4,3,2,6,6,6,6,6,5,5,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,2,1,60,1,6,1,4,1,3,3,english,19,38,34,34,20,25,1
